Employee_ID,Churn_risk
1005357,medium
1005358,medium
1005359,medium
1005360,low
1005361,low
1005362,medium
1005363,medium
1005364,medium
1005365,medium
1005366,low
1005367,medium
1005368,low
1005369,medium
1005370,medium
1005371,medium
1005372,medium
1005373,high
1005374,medium
1005375,medium
1005376,medium
1005377,medium
1005378,medium
1005379,medium
1005380,medium
1005381,medium
1005382,low
1005383,medium
1005384,medium
1005385,medium
1005386,medium
1005387,medium
1005388,medium
1005389,medium
1005390,medium
1005391,medium
1005392,medium
1005393,medium
1005394,high
1005395,medium
1005396,medium
1005397,low
1005398,medium
1005399,low
1005400,medium
1005401,low
1005402,medium
1005403,medium
1005404,medium
1005405,low
1005406,medium
1005407,medium
1005408,low
1005409,medium
1005410,low
1005411,medium
1005412,medium
1005413,low
1005414,low
1005415,medium
1005416,medium
1005417,low
1005418,medium
1005419,medium
1005420,low
1005421,medium
1005422,medium
1005423,medium
1005424,medium
1005425,medium
1005426,medium
1005427,medium
1005428,low
1005429,medium
1005430,medium
1005431,low
1005432,medium
1005433,low
1005434,medium
1005435,medium
1005436,medium
1005437,medium
1005438,low
1005439,medium
1005440,medium
1005441,medium
1005442,low
1005443,medium
1005444,medium
1005445,medium
1005446,medium
1005447,low
1005448,low
1005449,low
1005450,medium
1005451,medium
1005452,low
1005453,medium
1005454,medium
1005455,medium
1005456,medium
1005457,medium
1005458,low
1005459,low
1005460,medium
1005461,medium
1005462,low
1005463,medium
1005464,medium
1005465,medium
1005466,medium
1005467,medium
1005468,medium
1005469,low
1005470,low
1005471,medium
1005472,low
1005473,medium
1005474,medium
1005475,medium
1005476,medium
1005477,medium
1005478,low
1005479,low
1005480,low
1005481,low
1005482,medium
1005483,medium
1005484,low
1005485,low
1005486,medium
1005487,medium
1005488,low
1005489,low
1005490,low
1005491,low
1005492,medium
1005493,medium
1005494,low
1005495,medium
1005496,low
1005497,medium
1005498,low
1005499,medium
1005500,low
1005501,medium
1005502,medium
1005503,medium
1005504,medium
1005505,medium
1005506,medium
1005507,low
1005508,medium
1005509,medium
1005510,low
1005511,medium
1005512,low
1005513,medium
1005514,low
1005515,low
1005516,medium
1005517,medium
1005518,medium
1005519,low
1005520,low
1005521,low
1005522,medium
1005523,medium
1005524,medium
1005525,medium
1005526,medium
1005527,medium
1005528,medium
1005529,medium
1005530,low
1005531,low
1005532,medium
1005533,medium
1005534,low
1005535,medium
1005536,low
1005537,medium
1005538,low
1005539,medium
1005540,low
1005541,medium
1005542,medium
1005543,medium
1005544,medium
1005545,low
1005546,low
1005547,low
1005548,medium
1005549,medium
1005550,low
1005551,medium
1005552,low
1005553,medium
1005554,medium
1005555,low
1005556,medium
1005557,medium
1005558,low
1005559,medium
1005560,medium
1005561,low
1005562,low
1005563,medium
1005564,medium
1005565,low
1005566,medium
1005567,medium
1005568,medium
1005569,low
1005570,medium
1005571,medium
1005572,medium
1005573,medium
1005574,low
1005575,medium
1005576,low
1005577,medium
1005578,medium
1005579,low
1005580,medium
1005581,low
1005582,medium
1005583,medium
1005584,low
1005585,low
1005586,medium
1005587,medium
1005588,medium
1005589,medium
1005590,medium
1005591,low
1005592,low
1005593,medium
1005594,medium
1005595,medium
1005596,medium
1005597,low
1005598,medium
1005599,medium
1005600,medium
1005601,medium
1005602,medium
1005603,medium
1005604,medium
1005605,low
1005606,low
1005607,medium
1005608,low
1005609,low
1005610,low
1005611,low
1005612,medium
1005613,medium
1005614,medium
1005615,medium
1005616,low
1005617,medium
1005618,medium
1005619,medium
1005620,low
1005621,medium
1005622,medium
1005623,medium
1005624,medium
1005625,low
1005626,medium
1005627,medium
1005628,medium
1005629,medium
1005630,low
1005631,medium
1005632,medium
1005633,medium
1005634,medium
1005635,medium
1005636,medium
1005637,low
1005638,low
1005639,medium
1005640,medium
1005641,low
1005642,medium
1005643,low
1005644,low
1005645,medium
1005646,low
1005647,medium
1005648,medium
1005649,medium
1005650,low
1005651,low
1005652,low
1005653,medium
1005654,medium
1005655,medium
1005656,medium
1005657,medium
1005658,low
1005659,low
1005660,medium
1005661,medium
1005662,low
1005663,medium
1005664,low
1005665,medium
1005666,low
1005667,low
1005668,medium
1005669,medium
1005670,low
1005671,medium
1005672,medium
1005673,medium
1005674,low
1005675,medium
1005676,medium
1005677,medium
1005678,medium
1005679,medium
1005680,low
1005681,medium
1005682,medium
1005683,low
1005684,medium
1005685,medium
1005686,low
1005687,low
1005688,low
1005689,low
1005690,medium
1005691,medium
1005692,medium
1005693,high
1005694,medium
1005695,low
1005696,medium
1005697,low
1005698,low
1005699,medium
1005700,medium
1005701,medium
1005702,low
1005703,medium
1005704,medium
1005705,medium
1005706,low
1005707,medium
1005708,low
1005709,medium
1005710,low
1005711,medium
1005712,medium
1005713,medium
1005714,low
1005715,medium
1005716,medium
1005717,medium
1005718,low
1005719,high
1005720,low
1005721,medium
1005722,medium
1005723,medium
1005724,low
1005725,low
1005726,low
1005727,medium
1005728,medium
1005729,medium
1005730,medium
1005731,low
1005732,medium
1005733,low
1005734,low
1005735,medium
1005736,medium
1005737,low
1005738,medium
1005739,medium
1005740,medium
1005741,medium
1005742,medium
1005743,medium
1005744,medium
1005745,medium
1005746,medium
1005747,medium
1005748,medium
1005749,medium
1005750,low
1005751,low
1005752,high
1005753,medium
1005754,medium
1005755,low
1005756,medium
1005757,medium
1005758,low
1005759,low
1005760,low
1005761,medium
1005762,medium
1005763,medium
1005764,medium
1005765,low
1005766,low
1005767,medium
1005768,medium
1005769,medium
1005770,medium
1005771,medium
1005772,medium
1005773,low
1005774,medium
1005775,medium
1005776,medium
1005777,low
1005778,medium
1005779,medium
1005780,medium
1005781,medium
1005782,low
1005783,medium
1005784,low
1005785,medium
1005786,medium
1005787,low
1005788,medium
1005789,medium
1005790,low
1005791,medium
1005792,low
1005793,medium
1005794,low
1005795,low
1005796,low
1005797,medium
1005798,low
1005799,medium
1005800,low
1005801,medium
1005802,medium
1005803,low
1005804,medium
1005805,low
1005806,low
1005807,medium
1005808,low
1005809,medium
1005810,medium
1005811,medium
1005812,low
1005813,medium
1005814,medium
1005815,medium
1005816,medium
1005817,medium
1005818,medium
1005819,medium
1005820,medium
1005821,medium
1005822,medium
1005823,low
1005824,low
1005825,low
1005826,medium
1005827,medium
1005828,medium
1005829,low
1005830,medium
1005831,medium
1005832,medium
1005833,low
1005834,low
1005835,low
1005836,medium
1005837,medium
1005838,low
1005839,medium
1005840,low
1005841,medium
1005842,low
1005843,low
1005844,medium
1005845,low
1005846,low
1005847,medium
1005848,medium
1005849,low
1005850,low
1005851,low
1005852,low
1005853,low
1005854,medium
1005855,low
1005856,medium
1005857,medium
1005858,medium
1005859,low
1005860,medium
1005861,medium
1005862,medium
1005863,medium
1005864,low
1005865,medium
1005866,medium
1005867,low
1005868,low
1005869,medium
1005870,medium
1005871,medium
1005872,medium
1005873,low
1005874,low
1005875,low
1005876,medium
1005877,medium
1005878,medium
1005879,medium
1005880,medium
1005881,medium
1005882,low
1005883,medium
1005884,medium
1005885,medium
1005886,low
1005887,medium
1005888,medium
1005889,low
1005890,medium
1005891,low
1005892,medium
1005893,low
1005894,low
1005895,low
1005896,medium
1005897,medium
1005898,low
1005899,high
1005900,medium
1005901,low
1005902,medium
1005903,medium
1005904,low
1005905,medium
1005906,medium
1005907,medium
1005908,medium
1005909,medium
1005910,low
1005911,low
1005912,medium
1005913,medium
1005914,low
1005915,medium
1005916,medium
1005917,low
1005918,medium
1005919,low
1005920,medium
1005921,low
1005922,medium
1005923,medium
1005924,high
1005925,low
1005926,medium
1005927,medium
1005928,medium
1005929,medium
1005930,medium
1005931,medium
1005932,medium
1005933,medium
1005934,medium
1005935,medium
1005936,medium
1005937,medium
1005938,low
1005939,medium
1005940,low
1005941,medium
1005942,medium
1005943,low
1005944,medium
1005945,medium
1005946,medium
1005947,low
1005948,low
1005949,medium
1005950,low
1005951,medium
1005952,low
1005953,medium
1005954,low
1005955,medium
1005956,medium
1005957,low
1005958,medium
1005959,medium
1005960,medium
1005961,high
1005962,medium
1005963,low
1005964,low
1005965,medium
1005966,medium
1005967,medium
1005968,medium
1005969,medium
1005970,medium
1005971,low
1005972,medium
1005973,medium
1005974,low
1005975,medium
1005976,low
1005977,medium
1005978,low
1005979,medium
1005980,low
1005981,medium
1005982,medium
1005983,low
1005984,medium
1005985,medium
1005986,low
1005987,medium
1005988,low
1005989,medium
1005990,low
1005991,low
1005992,low
1005993,medium
1005994,medium
1005995,medium
1005996,medium
1005997,medium
1005998,medium
1005999,low
1006000,medium
1006001,low
1006002,low
1006003,medium
1006004,medium
1006005,low
1006006,low
1006007,medium
1006008,low
1006009,medium
1006010,medium
1006011,medium
1006012,medium
1006013,low
1006014,medium
1006015,medium
1006016,medium
1006017,low
1006018,medium
1006019,medium
1006020,low
1006021,medium
1006022,low
1006023,medium
1006024,medium
1006025,medium
1006026,high
1006027,medium
1006028,low
1006029,medium
1006030,medium
1006031,medium
1006032,low
1006033,low
1006034,medium
1006035,low
1006036,low
1006037,medium
1006038,medium
1006039,medium
1006040,medium
1006041,low
1006042,medium
1006043,medium
1006044,medium
1006045,medium
1006046,medium
1006047,medium
1006048,low
1006049,medium
1006050,medium
1006051,medium
1006052,medium
1006053,low
1006054,low
1006055,medium
1006056,medium
1006057,medium
1006058,medium
1006059,low
1006060,medium
1006061,low
1006062,medium
1006063,low
1006064,medium
1006065,medium
1006066,high
1006067,low
1006068,medium
1006069,low
1006070,medium
1006071,medium
1006072,medium
1006073,low
1006074,medium
1006075,low
1006076,medium
1006077,low
1006078,medium
1006079,medium
1006080,medium
1006081,low
1006082,medium
1006083,low
1006084,low
1006085,medium
1006086,medium
1006087,medium
1006088,medium
1006089,low
1006090,low
1006091,medium
1006092,low
1006093,medium
1006094,medium
1006095,low
1006096,medium
1006097,medium
1006098,medium
1006099,medium
1006100,medium
1006101,medium
1006102,low
1006103,low
1006104,medium
1006105,medium
1006106,medium
1006107,low
1006108,medium
1006109,high
1006110,medium
1006111,medium
1006112,medium
1006113,medium
1006114,medium
1006115,low
1006116,medium
1006117,low
1006118,medium
1006119,medium
1006120,medium
1006121,medium
1006122,medium
1006123,medium
1006124,medium
1006125,medium
1006126,medium
1006127,medium
1006128,medium
1006129,low
1006130,medium
1006131,low
1006132,medium
1006133,medium
1006134,low
1006135,medium
1006136,medium
1006137,low
1006138,high
1006139,medium
1006140,medium
1006141,low
1006142,medium
1006143,medium
1006144,medium
1006145,medium
1006146,low
1006147,low
1006148,low
1006149,medium
1006150,medium
1006151,low
1006152,low
1006153,medium
1006154,low
1006155,medium
1006156,medium
1006157,low
1006158,medium
1006159,low
1006160,medium
1006161,medium
1006162,medium
1006163,medium
1006164,medium
1006165,medium
1006166,medium
1006167,medium
1006168,low
1006169,low
1006170,medium
1006171,medium
1006172,medium
1006173,low
1006174,medium
1006175,low
1006176,low
1006177,low
1006178,medium
1006179,low
1006180,medium
1006181,medium
1006182,medium
1006183,medium
1006184,low
1006185,low
1006186,medium
1006187,low
1006188,low
1006189,high
1006190,medium
1006191,medium
1006192,medium
1006193,low
1006194,low
1006195,low
1006196,low
1006197,medium
1006198,low
1006199,low
1006200,medium
1006201,low
1006202,medium
1006203,medium
1006204,high
1006205,medium
1006206,low
1006207,medium
1006208,low
1006209,medium
1006210,medium
1006211,medium
1006212,low
1006213,medium
1006214,medium
1006215,medium
1006216,medium
1006217,medium
1006218,low
1006219,medium
1006220,medium
1006221,low
1006222,low
1006223,high
1006224,low
1006225,low
1006226,medium
1006227,medium
1006228,medium
1006229,medium
1006230,low
1006231,low
1006232,high
1006233,medium
1006234,medium
1006235,low
1006236,low
1006237,medium
1006238,medium
1006239,medium
1006240,medium
1006241,medium
1006242,medium
1006243,medium
1006244,medium
1006245,medium
1006246,medium
1006247,low
1006248,low
1006249,medium
1006250,medium
1006251,medium
1006252,medium
1006253,medium
1006254,low
1006255,medium
1006256,low
1006257,low
1006258,low
1006259,medium
1006260,low
1006261,low
1006262,medium
1006263,medium
1006264,low
1006265,low
1006266,medium
1006267,medium
1006268,low
1006269,medium
1006270,low
1006271,low
1006272,medium
1006273,medium
1006274,medium
1006275,medium
1006276,low
1006277,medium
1006278,low
1006279,medium
1006280,medium
1006281,medium
1006282,medium
1006283,medium
1006284,low
1006285,medium
1006286,medium
1006287,medium
1006288,medium
1006289,medium
1006290,low
1006291,medium
1006292,medium
1006293,low
1006294,low
1006295,medium
1006296,medium
1006297,low
1006298,low
1006299,medium
1006300,low
1006301,medium
1006302,low
1006303,medium
1006304,low
1006305,medium
1006306,low
1006307,medium
1006308,medium
1006309,low
1006310,low
1006311,low
1006312,low
1006313,low
1006314,medium
1006315,medium
1006316,medium
1006317,medium
1006318,low
1006319,low
1006320,low
1006321,medium
1006322,low
1006323,medium
1006324,medium
1006325,low
1006326,low
1006327,medium
1006328,high
1006329,medium
1006330,low
1006331,low
1006332,low
1006333,low
1006334,medium
1006335,medium
1006336,low
1006337,low
1006338,medium
1006339,medium
1006340,medium
1006341,medium
1006342,low
1006343,medium
1006344,low
1006345,medium
1006346,medium
1006347,medium
1006348,medium
1006349,medium
1006350,medium
1006351,medium
1006352,low
1006353,low
1006354,medium
1006355,low
1006356,medium
1006357,medium
1006358,low
1006359,medium
1006360,low
1006361,medium
1006362,medium
1006363,low
1006364,medium
1006365,low
1006366,medium
1006367,medium
1006368,medium
1006369,medium
1006370,medium
1006371,medium
1006372,low
1006373,medium
1006374,medium
1006375,medium
1006376,medium
1006377,low
1006378,low
1006379,low
1006380,medium
1006381,medium
1006382,medium
1006383,medium
1006384,medium
1006385,medium
1006386,low
1006387,medium
1006388,medium
1006389,medium
1006390,low
1006391,medium
1006392,low
1006393,medium
1006394,medium
1006395,low
1006396,high
1006397,medium
1006398,medium
1006399,medium
1006400,low
1006401,medium
1006402,medium
1006403,medium
1006404,medium
1006405,medium
1006406,medium
1006407,medium
1006408,medium
1006409,low
1006410,medium
1006411,medium
1006412,medium
1006413,medium
1006414,low
1006415,low
1006416,medium
1006417,medium
1006418,medium
1006419,medium
1006420,low
1006421,medium
1006422,medium
1006423,low
1006424,low
1006425,medium
1006426,medium
1006427,medium
1006428,medium
1006429,medium
1006430,medium
1006431,medium
1006432,low
1006433,low
1006434,high
1006435,medium
1006436,medium
1006437,medium
1006438,low
1006439,low
1006440,medium
1006441,medium
1006442,low
1006443,medium
1006444,medium
1006445,medium
1006446,medium
1006447,medium
1006448,low
1006449,medium
1006450,high
1006451,medium
1006452,medium
1006453,medium
1006454,medium
1006455,medium
1006456,low
1006457,low
1006458,medium
1006459,low
1006460,low
1006461,low
1006462,medium
1006463,medium
1006464,medium
1006465,medium
1006466,medium
1006467,medium
1006468,medium
1006469,medium
1006470,medium
1006471,high
1006472,medium
1006473,low
1006474,medium
1006475,medium
1006476,low
1006477,low
1006478,medium
1006479,medium
1006480,medium
1006481,medium
1006482,low
1006483,medium
1006484,low
1006485,low
1006486,medium
1006487,medium
1006488,medium
1006489,medium
1006490,medium
1006491,medium
1006492,low
1006493,medium
1006494,low
1006495,low
1006496,medium
1006497,medium
1006498,low
1006499,low
1006500,medium
