Employee_ID,Churn_risk
1005765,high
1005766,low
1005767,medium
1005768,low
1005769,low
1005770,high
1005771,low
1005772,medium
1005773,low
1005774,medium
1005775,high
1005776,medium
1005777,low
1005778,medium
1005779,medium
1005780,high
1005781,medium
1005782,high
1005783,medium
1005784,low
1005785,high
1005786,medium
1005787,medium
1005788,high
1005789,medium
1005790,low
1005791,high
1005792,low
1005793,high
1005794,low
1005795,low
1005796,low
1005797,low
1005798,low
1005799,low
1005800,low
1005801,high
1005802,high
1005803,low
1005804,medium
1005805,low
1005806,low
1005807,medium
1005808,low
1005809,low
1005810,medium
1005811,low
1005812,low
1005813,medium
1005814,high
1005815,medium
1005816,high
1005817,high
1005818,medium
1005819,high
1005820,high
1005821,high
1005822,medium
1005823,medium
1005824,high
1005825,low
1005826,medium
1005827,high
1005828,medium
1005829,high
1005830,low
1005831,medium
1005832,high
1005833,high
1005834,low
1005835,low
1005836,high
1005837,high
1005838,high
1005839,high
1005840,high
1005841,medium
1005842,low
1005843,low
1005844,medium
1005845,high
1005846,high
1005847,low
1005848,high
1005849,low
1005850,low
1005851,low
1005852,low
1005853,low
1005854,high
1005855,low
1005856,low
1005857,low
1005858,high
1005859,high
1005860,medium
1005861,high
1005862,high
1005863,low
1005864,low
1005865,high
1005866,high
1005867,high
1005868,low
1005869,high
1005870,low
1005871,high
1005872,medium
1005873,low
1005874,low
1005875,medium
1005876,low
1005877,high
1005878,medium
1005879,high
1005880,high
1005881,high
1005882,low
1005883,high
1005884,high
1005885,medium
1005886,low
1005887,medium
1005888,low
1005889,low
1005890,high
1005891,low
1005892,high
1005893,low
1005894,low
1005895,medium
1005896,high
1005897,high
1005898,high
1005899,high
1005900,medium
1005901,low
1005902,medium
1005903,low
1005904,medium
1005905,medium
1005906,low
1005907,medium
1005908,high
1005909,high
1005910,high
1005911,low
1005912,low
1005913,high
1005914,high
1005915,low
1005916,high
1005917,low
1005918,low
1005919,low
1005920,medium
1005921,high
1005922,high
1005923,low
1005924,low
1005925,high
1005926,medium
1005927,low
1005928,low
1005929,high
1005930,low
1005931,medium
1005932,low
1005933,high
1005934,high
1005935,low
1005936,medium
1005937,high
1005938,low
1005939,medium
1005940,low
1005941,medium
1005942,high
1005943,medium
1005944,low
1005945,medium
1005946,low
1005947,low
1005948,medium
1005949,high
1005950,low
1005951,high
1005952,low
1005953,high
1005954,high
1005955,high
1005956,low
1005957,low
1005958,low
1005959,high
1005960,high
1005961,medium
1005962,medium
1005963,high
1005964,high
1005965,medium
1005966,high
1005967,high
1005968,high
1005969,high
1005970,low
1005971,low
1005972,high
1005973,low
1005974,high
1005975,high
1005976,low
1005977,medium
1005978,low
1005979,medium
1005980,low
1005981,low
1005982,high
1005983,medium
1005984,high
1005985,medium
1005986,low
1005987,low
1005988,low
1005989,high
1005990,high
1005991,low
1005992,medium
1005993,low
1005994,medium
1005995,high
1005996,medium
1005997,high
1005998,medium
1005999,high
1006000,medium
1006001,low
1006002,low
1006003,low
1006004,high
1006005,low
1006006,low
1006007,high
1006008,low
1006009,low
1006010,high
1006011,low
1006012,medium
1006013,low
1006014,low
1006015,medium
1006016,high
1006017,high
1006018,high
1006019,low
1006020,medium
1006021,high
1006022,low
1006023,medium
1006024,medium
1006025,medium
1006026,high
1006027,low
1006028,low
1006029,high
1006030,low
1006031,high
1006032,low
1006033,low
1006034,high
1006035,low
1006036,low
1006037,high
1006038,high
1006039,high
1006040,low
1006041,high
1006042,high
1006043,high
1006044,medium
1006045,high
1006046,high
1006047,medium
1006048,low
1006049,low
1006050,medium
1006051,medium
1006052,low
1006053,low
1006054,low
1006055,high
1006056,high
1006057,medium
1006058,medium
1006059,high
1006060,high
1006061,low
1006062,high
1006063,medium
1006064,low
1006065,medium
1006066,medium
1006067,medium
1006068,high
1006069,low
1006070,high
1006071,high
1006072,high
1006073,low
1006074,high
1006075,low
1006076,low
1006077,low
1006078,high
1006079,high
1006080,medium
1006081,low
1006082,high
1006083,low
1006084,high
1006085,high
1006086,high
1006087,low
1006088,high
1006089,high
1006090,low
1006091,high
1006092,medium
1006093,low
1006094,medium
1006095,high
1006096,low
1006097,medium
1006098,low
1006099,medium
1006100,medium
1006101,low
1006102,high
1006103,low
1006104,high
1006105,medium
1006106,medium
1006107,medium
1006108,low
1006109,low
1006110,low
1006111,low
1006112,medium
1006113,medium
1006114,high
1006115,low
1006116,high
1006117,low
1006118,high
1006119,medium
1006120,medium
1006121,high
1006122,high
1006123,low
1006124,high
1006125,low
1006126,low
1006127,medium
1006128,low
1006129,low
1006130,high
1006131,low
1006132,high
1006133,high
1006134,high
1006135,high
1006136,medium
1006137,low
1006138,low
1006139,high
1006140,low
1006141,high
1006142,low
1006143,medium
1006144,medium
1006145,high
1006146,low
1006147,low
1006148,low
1006149,low
1006150,medium
1006151,medium
1006152,low
1006153,high
1006154,medium
1006155,low
1006156,high
1006157,high
1006158,medium
1006159,low
1006160,low
1006161,low
1006162,medium
1006163,medium
1006164,low
1006165,high
1006166,low
1006167,low
1006168,low
1006169,high
1006170,medium
1006171,high
1006172,low
1006173,high
1006174,high
1006175,high
1006176,low
1006177,low
1006178,medium
1006179,high
1006180,high
1006181,medium
1006182,high
1006183,medium
1006184,low
1006185,low
1006186,medium
1006187,low
1006188,low
1006189,low
1006190,high
1006191,medium
1006192,high
1006193,low
1006194,low
1006195,high
1006196,low
1006197,low
1006198,low
1006199,low
1006200,high
1006201,low
1006202,high
1006203,medium
1006204,high
1006205,low
1006206,low
1006207,low
1006208,low
1006209,high
1006210,medium
1006211,high
1006212,low
1006213,low
1006214,low
1006215,medium
1006216,high
1006217,high
1006218,low
1006219,low
1006220,high
1006221,high
1006222,medium
1006223,high
1006224,low
1006225,low
1006226,low
1006227,high
1006228,medium
1006229,medium
1006230,high
1006231,low
1006232,high
1006233,low
1006234,high
1006235,medium
1006236,low
1006237,high
1006238,high
1006239,low
1006240,low
1006241,high
1006242,low
1006243,high
1006244,high
1006245,medium
1006246,medium
1006247,low
1006248,low
1006249,low
1006250,low
1006251,low
1006252,low
1006253,high
1006254,low
1006255,high
1006256,medium
1006257,low
1006258,high
1006259,high
1006260,medium
1006261,low
1006262,low
1006263,medium
1006264,high
1006265,low
1006266,low
1006267,low
1006268,low
1006269,high
1006270,low
1006271,low
1006272,medium
1006273,low
1006274,low
1006275,high
1006276,low
1006277,low
1006278,low
1006279,high
1006280,medium
1006281,low
1006282,high
1006283,low
1006284,low
1006285,medium
1006286,low
1006287,medium
1006288,high
1006289,medium
1006290,low
1006291,high
1006292,high
1006293,low
1006294,low
1006295,low
1006296,medium
1006297,low
1006298,low
1006299,high
1006300,high
1006301,high
1006302,low
1006303,high
1006304,low
1006305,low
1006306,high
1006307,high
1006308,high
1006309,low
1006310,medium
1006311,low
1006312,low
1006313,high
1006314,low
1006315,medium
1006316,low
1006317,high
1006318,high
1006319,low
1006320,medium
1006321,high
1006322,low
1006323,high
1006324,low
1006325,low
1006326,low
1006327,medium
1006328,high
1006329,high
1006330,high
1006331,low
1006332,low
1006333,low
1006334,high
1006335,medium
1006336,medium
1006337,low
1006338,high
1006339,medium
1006340,high
1006341,medium
1006342,low
1006343,high
1006344,low
1006345,low
1006346,medium
1006347,high
1006348,medium
1006349,low
1006350,low
1006351,low
1006352,low
1006353,low
1006354,high
1006355,low
1006356,medium
1006357,high
1006358,low
1006359,high
1006360,low
1006361,low
1006362,high
1006363,low
1006364,high
1006365,medium
1006366,medium
1006367,high
1006368,medium
1006369,medium
1006370,high
1006371,high
1006372,low
1006373,low
1006374,medium
1006375,low
1006376,high
1006377,low
1006378,medium
1006379,low
1006380,high
1006381,low
1006382,high
1006383,medium
1006384,low
1006385,medium
1006386,high
1006387,high
1006388,high
1006389,low
1006390,medium
1006391,high
1006392,low
1006393,high
1006394,low
1006395,low
1006396,low
1006397,low
1006398,high
1006399,high
1006400,low
1006401,high
1006402,low
1006403,medium
1006404,medium
1006405,medium
1006406,medium
1006407,high
1006408,high
1006409,low
1006410,high
1006411,high
1006412,high
1006413,high
1006414,low
1006415,low
1006416,medium
1006417,high
1006418,medium
1006419,high
1006420,medium
1006421,high
1006422,low
1006423,low
1006424,low
1006425,high
1006426,high
1006427,high
1006428,medium
1006429,low
1006430,low
1006431,high
1006432,low
1006433,high
1006434,medium
1006435,low
1006436,low
1006437,high
1006438,medium
1006439,medium
1006440,low
1006441,low
1006442,low
1006443,medium
1006444,high
1006445,high
1006446,high
1006447,high
1006448,high
1006449,low
1006450,low
1006451,high
1006452,high
1006453,medium
1006454,medium
1006455,medium
1006456,medium
1006457,high
1006458,low
1006459,low
1006460,medium
1006461,low
1006462,high
1006463,medium
1006464,low
1006465,high
1006466,medium
1006467,high
1006468,medium
1006469,medium
1006470,medium
1006471,medium
1006472,medium
1006473,high
1006474,low
1006475,low
1006476,low
1006477,low
1006478,low
1006479,medium
1006480,high
1006481,medium
1006482,low
1006483,low
1006484,low
1006485,low
1006486,low
1006487,medium
1006488,medium
1006489,low
1006490,high
1006491,low
1006492,low
1006493,low
1006494,medium
1006495,high
1006496,high
1006497,medium
1006498,high
1006499,high
1006500,low
