Employee_ID,Churn_risk
1005467,0
1005468,1
1005469,2
1005470,1
1005471,0
1005472,2
1005473,2
1005474,0
1005475,0
1005476,0
1005477,0
1005478,2
1005479,0
1005480,0
1005481,0
1005482,0
1005483,0
1005484,0
1005485,1
1005486,2
1005487,2
1005488,2
1005489,0
1005490,0
1005491,1
1005492,1
1005493,2
1005494,0
1005495,0
1005496,0
1005497,1
1005498,0
1005499,2
1005500,0
1005501,0
1005502,1
1005503,1
1005504,1
1005505,0
1005506,0
1005507,0
1005508,2
1005509,0
1005510,0
1005511,2
1005512,0
1005513,0
1005514,0
1005515,0
1005516,1
1005517,0
1005518,0
1005519,2
1005520,1
1005521,0
1005522,2
1005523,2
1005524,0
1005525,0
1005526,2
1005527,1
1005528,2
1005529,2
1005530,0
1005531,2
1005532,0
1005533,0
1005534,0
1005535,0
1005536,0
1005537,1
1005538,0
1005539,1
1005540,0
1005541,1
1005542,1
1005543,2
1005544,2
1005545,0
1005546,0
1005547,0
1005548,2
1005549,0
1005550,1
1005551,2
1005552,2
1005553,2
1005554,2
1005555,1
1005556,2
1005557,0
1005558,2
1005559,2
1005560,1
1005561,0
1005562,0
1005563,2
1005564,2
1005565,0
1005566,1
1005567,2
1005568,0
1005569,0
1005570,1
1005571,1
1005572,1
1005573,0
1005574,0
1005575,0
1005576,2
1005577,2
1005578,2
1005579,0
1005580,2
1005581,1
1005582,1
1005583,0
1005584,0
1005585,0
1005586,0
1005587,2
1005588,2
1005589,0
1005590,0
1005591,0
1005592,0
1005593,0
1005594,1
1005595,1
1005596,2
1005597,0
1005598,0
1005599,1
1005600,0
1005601,1
1005602,2
1005603,2
1005604,2
1005605,0
1005606,1
1005607,1
1005608,0
1005609,0
1005610,1
1005611,0
1005612,2
1005613,1
1005614,2
1005615,2
1005616,0
1005617,1
1005618,2
1005619,0
1005620,0
1005621,1
1005622,1
1005623,1
1005624,1
1005625,1
1005626,0
1005627,0
1005628,0
1005629,1
1005630,0
1005631,0
1005632,2
1005633,2
1005634,2
1005635,0
1005636,0
1005637,0
1005638,0
1005639,2
1005640,1
1005641,0
1005642,2
1005643,0
1005644,0
1005645,2
1005646,0
1005647,1
1005648,2
1005649,1
1005650,1
1005651,0
1005652,0
1005653,2
1005654,0
1005655,2
1005656,2
1005657,1
1005658,0
1005659,0
1005660,2
1005661,2
1005662,0
1005663,2
1005664,0
1005665,2
1005666,0
1005667,0
1005668,0
1005669,0
1005670,0
1005671,2
1005672,2
1005673,1
1005674,0
1005675,1
1005676,2
1005677,0
1005678,2
1005679,2
1005680,0
1005681,2
1005682,2
1005683,0
1005684,1
1005685,1
1005686,0
1005687,1
1005688,1
1005689,0
1005690,0
1005691,2
1005692,2
1005693,2
1005694,2
1005695,2
1005696,1
1005697,0
1005698,0
1005699,1
1005700,1
1005701,2
1005702,2
1005703,1
1005704,1
1005705,0
1005706,0
1005707,0
1005708,2
1005709,0
1005710,0
1005711,1
1005712,0
1005713,1
1005714,0
1005715,1
1005716,0
1005717,0
1005718,0
1005719,1
1005720,1
1005721,2
1005722,2
1005723,2
1005724,0
1005725,0
1005726,0
1005727,2
1005728,0
1005729,2
1005730,0
1005731,0
1005732,2
1005733,0
1005734,0
1005735,2
1005736,0
1005737,2
1005738,2
1005739,1
1005740,2
1005741,2
1005742,2
1005743,1
1005744,2
1005745,0
1005746,1
1005747,1
1005748,0
1005749,2
1005750,0
1005751,0
1005752,2
1005753,1
1005754,0
1005755,0
1005756,2
1005757,2
1005758,1
1005759,0
1005760,0
1005761,1
1005762,1
1005763,2
1005764,1
1005765,2
1005766,0
1005767,1
1005768,0
1005769,0
1005770,2
1005771,0
1005772,1
1005773,0
1005774,1
1005775,2
1005776,1
1005777,0
1005778,1
1005779,1
1005780,2
1005781,1
1005782,2
1005783,1
1005784,0
1005785,2
1005786,1
1005787,1
1005788,2
1005789,1
1005790,0
1005791,2
1005792,0
1005793,2
1005794,0
1005795,0
1005796,0
1005797,0
1005798,0
1005799,0
1005800,0
1005801,2
1005802,2
1005803,0
1005804,1
1005805,0
1005806,0
1005807,1
1005808,0
1005809,0
1005810,1
1005811,0
1005812,0
1005813,1
1005814,2
1005815,1
1005816,2
1005817,2
1005818,1
1005819,2
1005820,2
1005821,2
1005822,1
1005823,1
1005824,2
1005825,0
1005826,1
1005827,2
1005828,1
1005829,2
1005830,0
1005831,1
1005832,2
1005833,2
1005834,0
1005835,0
1005836,2
1005837,2
1005838,2
1005839,2
1005840,2
1005841,1
1005842,0
1005843,0
1005844,1
1005845,2
1005846,2
1005847,0
1005848,2
1005849,0
1005850,0
1005851,0
1005852,0
1005853,0
1005854,2
1005855,0
1005856,0
1005857,0
1005858,2
1005859,2
1005860,1
1005861,2
1005862,2
1005863,0
1005864,0
1005865,2
1005866,2
1005867,2
1005868,0
1005869,2
1005870,0
1005871,2
1005872,1
1005873,0
1005874,0
1005875,1
1005876,0
1005877,2
1005878,1
1005879,2
1005880,2
1005881,2
1005882,0
1005883,2
1005884,2
1005885,1
1005886,0
1005887,1
1005888,0
1005889,0
1005890,2
1005891,0
1005892,2
1005893,0
1005894,0
1005895,1
1005896,2
1005897,2
1005898,2
1005899,2
1005900,1
1005901,0
1005902,1
1005903,0
1005904,1
1005905,1
1005906,0
1005907,1
1005908,2
1005909,2
1005910,2
1005911,0
1005912,0
1005913,2
1005914,2
1005915,0
1005916,2
1005917,0
1005918,0
1005919,0
1005920,1
1005921,2
1005922,2
1005923,0
1005924,0
1005925,2
1005926,1
1005927,0
1005928,0
1005929,2
1005930,0
1005931,1
1005932,0
1005933,2
1005934,2
1005935,0
1005936,1
1005937,2
1005938,0
1005939,1
1005940,0
1005941,1
1005942,2
1005943,1
1005944,0
1005945,1
1005946,0
1005947,0
1005948,1
1005949,2
1005950,0
1005951,2
1005952,0
1005953,2
1005954,2
1005955,2
1005956,0
1005957,0
1005958,0
1005959,2
1005960,2
1005961,1
1005962,1
1005963,2
1005964,2
1005965,1
1005966,2
1005967,2
1005968,2
1005969,2
1005970,0
1005971,0
1005972,2
1005973,0
1005974,2
1005975,2
1005976,0
1005977,1
1005978,0
1005979,1
1005980,0
1005981,0
1005982,2
1005983,1
1005984,2
1005985,1
1005986,0
1005987,0
1005988,0
1005989,2
1005990,2
1005991,0
1005992,1
1005993,0
1005994,1
1005995,2
1005996,1
1005997,2
1005998,1
1005999,2
1006000,1
1006001,0
1006002,0
1006003,0
1006004,2
1006005,0
1006006,0
1006007,2
1006008,0
1006009,0
1006010,2
1006011,0
1006012,1
1006013,0
1006014,0
1006015,1
1006016,2
1006017,2
1006018,2
1006019,0
1006020,1
1006021,2
1006022,0
1006023,1
1006024,1
1006025,1
1006026,2
1006027,0
1006028,0
1006029,2
1006030,0
1006031,2
1006032,0
1006033,0
1006034,2
1006035,0
1006036,0
1006037,2
1006038,2
1006039,2
1006040,0
1006041,2
1006042,2
1006043,2
1006044,1
1006045,2
1006046,2
1006047,1
1006048,0
1006049,0
1006050,1
1006051,1
1006052,0
1006053,0
1006054,0
1006055,2
1006056,2
1006057,1
1006058,1
1006059,2
1006060,2
1006061,0
1006062,2
1006063,1
1006064,0
1006065,1
1006066,1
1006067,1
1006068,2
1006069,0
1006070,2
1006071,2
1006072,2
1006073,0
1006074,2
1006075,0
1006076,0
1006077,0
1006078,2
1006079,2
1006080,1
1006081,0
1006082,2
1006083,0
1006084,2
1006085,2
1006086,2
1006087,0
1006088,2
1006089,2
1006090,0
1006091,2
1006092,1
1006093,0
1006094,1
1006095,2
1006096,0
1006097,1
1006098,0
1006099,1
1006100,1
1006101,0
1006102,2
1006103,0
1006104,2
1006105,1
1006106,1
1006107,1
1006108,0
1006109,0
1006110,0
1006111,0
1006112,1
1006113,1
1006114,2
1006115,0
1006116,2
1006117,0
1006118,2
1006119,1
1006120,1
1006121,2
1006122,2
1006123,0
1006124,2
1006125,0
1006126,0
1006127,1
1006128,0
1006129,0
1006130,2
1006131,0
1006132,2
1006133,2
1006134,2
1006135,2
1006136,1
1006137,0
1006138,0
1006139,2
1006140,0
1006141,2
1006142,0
1006143,1
1006144,1
1006145,2
1006146,0
1006147,0
1006148,0
1006149,0
1006150,1
1006151,1
1006152,0
1006153,2
1006154,1
1006155,0
1006156,2
1006157,2
1006158,1
1006159,0
1006160,0
1006161,0
1006162,1
1006163,1
1006164,0
1006165,2
1006166,0
1006167,0
1006168,0
1006169,2
1006170,1
1006171,2
1006172,0
1006173,2
1006174,2
1006175,2
1006176,0
1006177,0
1006178,1
1006179,2
1006180,2
1006181,1
1006182,2
1006183,1
1006184,0
1006185,0
1006186,1
1006187,0
1006188,0
1006189,0
1006190,2
1006191,1
1006192,2
1006193,0
1006194,0
1006195,2
1006196,0
1006197,0
1006198,0
1006199,0
1006200,2
1006201,0
1006202,2
1006203,1
1006204,2
1006205,0
1006206,0
1006207,0
1006208,0
1006209,2
1006210,1
1006211,2
1006212,0
1006213,0
1006214,0
1006215,1
1006216,2
1006217,2
1006218,0
1006219,0
1006220,2
1006221,2
1006222,1
1006223,2
1006224,0
1006225,0
1006226,0
1006227,2
1006228,1
1006229,1
1006230,2
1006231,0
1006232,2
1006233,0
1006234,2
1006235,1
1006236,0
1006237,2
1006238,2
1006239,0
1006240,0
1006241,2
1006242,0
1006243,2
1006244,2
1006245,1
1006246,1
1006247,0
1006248,0
1006249,0
1006250,0
1006251,0
1006252,0
1006253,2
1006254,0
1006255,2
1006256,1
1006257,0
1006258,2
1006259,2
1006260,1
1006261,0
1006262,0
1006263,1
1006264,2
1006265,0
1006266,0
1006267,0
1006268,0
1006269,2
1006270,0
1006271,0
1006272,1
1006273,0
1006274,0
1006275,2
1006276,0
1006277,0
1006278,0
1006279,2
1006280,1
1006281,0
1006282,2
1006283,0
1006284,0
1006285,1
1006286,0
1006287,1
1006288,2
1006289,1
1006290,0
1006291,2
1006292,2
1006293,0
1006294,0
1006295,0
1006296,1
1006297,0
1006298,0
1006299,2
1006300,2
1006301,2
1006302,0
1006303,2
1006304,0
1006305,0
1006306,2
1006307,2
1006308,2
1006309,0
1006310,1
1006311,0
1006312,0
1006313,2
1006314,0
1006315,1
1006316,0
1006317,2
1006318,2
1006319,0
1006320,1
1006321,2
1006322,0
1006323,2
1006324,0
1006325,0
1006326,0
1006327,1
1006328,2
1006329,2
1006330,2
1006331,0
1006332,0
1006333,0
1006334,2
1006335,1
1006336,1
1006337,0
1006338,2
1006339,1
1006340,2
1006341,1
1006342,0
1006343,2
1006344,0
1006345,0
1006346,1
1006347,2
1006348,1
1006349,0
1006350,0
1006351,0
1006352,0
1006353,0
1006354,2
1006355,0
1006356,1
1006357,2
1006358,0
1006359,2
1006360,0
1006361,0
1006362,2
1006363,0
1006364,2
1006365,1
1006366,1
1006367,2
1006368,1
1006369,1
1006370,2
1006371,2
1006372,0
1006373,0
1006374,1
1006375,0
1006376,2
1006377,0
1006378,1
1006379,0
1006380,2
1006381,0
1006382,2
1006383,1
1006384,0
1006385,1
1006386,2
1006387,2
1006388,2
1006389,0
1006390,1
1006391,2
1006392,0
1006393,2
1006394,0
1006395,0
1006396,0
1006397,0
1006398,2
1006399,2
1006400,0
1006401,2
1006402,0
1006403,1
1006404,1
1006405,1
1006406,1
1006407,2
1006408,2
1006409,0
1006410,2
1006411,2
1006412,2
1006413,2
1006414,0
1006415,0
1006416,1
1006417,2
1006418,1
1006419,2
1006420,1
1006421,2
1006422,0
1006423,0
1006424,0
1006425,2
1006426,2
1006427,2
1006428,1
1006429,0
1006430,0
1006431,2
1006432,0
1006433,2
1006434,1
1006435,0
1006436,0
1006437,2
1006438,1
1006439,1
1006440,0
1006441,0
1006442,0
1006443,1
1006444,2
1006445,2
1006446,2
1006447,2
1006448,2
1006449,0
1006450,0
1006451,2
1006452,2
1006453,1
1006454,1
1006455,1
1006456,1
1006457,2
1006458,0
1006459,0
1006460,1
1006461,0
1006462,2
1006463,1
1006464,0
1006465,2
1006466,1
1006467,2
1006468,1
1006469,1
1006470,1
1006471,1
1006472,1
1006473,2
1006474,0
1006475,0
1006476,0
1006477,0
1006478,0
1006479,1
1006480,2
1006481,1
1006482,0
1006483,0
1006484,0
1006485,0
1006486,0
1006487,1
1006488,1
1006489,0
1006490,2
1006491,0
1006492,0
1006493,0
1006494,1
1006495,2
1006496,2
1006497,1
1006498,2
1006499,2
1006500,0
